EndUID,Has_Hammer,PowerPlayBool,EndID,PrevScoreDiff,PrevEndDiff,Result
22230015_18_4_15_2,1,0.0,2,-1.0,-1.0,1
22230015_18_4_15_3,0,0.0,3,0.0,1.0,1
22230015_18_4_15_4,0,0.0,4,1.0,1.0,0
22230015_18_4_15_5,1,0.0,5,0.0,-1.0,0
22230015_18_4_15_6,1,1.0,6,-3.0,-3.0,2
22230015_18_4_15_7,0,0.0,7,-1.0,2.0,0
22230015_18_4_15_8,1,0.0,8,-2.0,-1.0,0
22230015_18_4_17_1,1,0.0,1,0.0,0.0,1
22230015_18_4_17_2,0,0.0,2,1.0,1.0,0
22230015_18_4_17_3,1,0.0,3,0.0,-1.0,0
22230015_18_4_17_4,1,0.0,4,-1.0,-1.0,1
22230015_18_4_17_5,0,0.0,5,0.0,1.0,3
22230015_18_4_17_6,0,0.0,6,3.0,3.0,0
22230015_18_4_17_7,1,1.0,7,1.0,-2.0,1
22230015_18_4_17_8,0,0.0,8,2.0,1.0,0
22230015_18_5_16_1,1,0.0,1,0.0,0.0,0
22230015_18_5_16_2,1,0.0,2,-1.0,-1.0,0
22230015_18_5_16_3,1,0.0,3,-2.0,-1.0,0
22230015_18_5_16_4,1,1.0,4,-5.0,-3.0,0
22230015_18_5_16_5,1,0.0,5,-7.0,-2.0,1
22230015_18_5_16_6,0,0.0,6,-6.0,1.0,0
22230015_18_5_18_1,0,0.0,1,0.0,0.0,1
22230015_18_5_18_2,0,0.0,2,1.0,1.0,1
22230015_18_5_18_3,0,0.0,3,2.0,1.0,3
22230015_18_5_18_4,0,0.0,4,5.0,3.0,2
22230015_18_5_18_5,0,0.0,5,7.0,2.0,0
22230015_18_5_18_6,1,0.0,6,6.0,-1.0,2
22230015_1_1_36_1,0,0.0,1,0.0,0.0,0
22230015_1_1_36_2,1,0.0,2,-3.0,-3.0,0
22230015_1_1_36_3,1,0.0,3,-4.0,-1.0,2
22230015_1_1_36_4,0,0.0,4,-2.0,2.0,1
22230015_1_1_36_5,0,0.0,5,-1.0,1.0,0
22230015_1_1_36_6,1,1.0,6,-5.0,-4.0,2
22230015_1_1_36_7,0,0.0,7,-3.0,2.0,0
22230015_1_1_44_1,1,0.0,1,0.0,0.0,3
22230015_1_1_44_2,0,0.0,2,3.0,3.0,1
22230015_1_1_44_3,0,0.0,3,4.0,1.0,0
22230015_1_1_44_4,1,0.0,4,2.0,-2.0,0
22230015_1_1_44_5,1,0.0,5,1.0,-1.0,4
22230015_1_1_44_6,0,0.0,6,5.0,4.0,0
22230015_1_1_44_7,1,1.0,7,3.0,-2.0,3
22230015_1_2_25_1,0,0.0,1,0.0,0.0,1
22230015_1_2_25_2,0,0.0,2,1.0,1.0,0
22230015_1_2_25_3,1,0.0,3,0.0,-1.0,1
22230015_1_2_25_4,0,0.0,4,1.0,1.0,0
22230015_1_2_25_5,1,0.0,5,0.0,-1.0,0
22230015_1_2_25_6,1,0.0,6,-1.0,-1.0,3
22230015_1_2_25_7,0,0.0,7,2.0,3.0,0
22230015_1_2_25_8,1,1.0,8,-1.0,-3.0,1
22230015_1_2_25_9,0,0.0,9,0.0,1.0,0
22230015_1_2_46_1,1,0.0,1,0.0,0.0,0
22230015_1_2_46_2,1,0.0,2,-1.0,-1.0,1
22230015_1_2_46_3,0,0.0,3,0.0,1.0,0
22230015_1_2_46_4,1,0.0,4,-1.0,-1.0,1
22230015_1_2_46_5,0,0.0,5,0.0,1.0,1
22230015_1_2_46_6,0,0.0,6,1.0,1.0,0
22230015_1_2_46_7,1,1.0,7,-2.0,-3.0,3
22230015_1_2_46_8,0,0.0,8,1.0,3.0,0
22230015_1_2_46_9,1,0.0,9,0.0,-1.0,1
22230015_1_3_10_1,1,0.0,1,0.0,0.0,4
22230015_1_3_10_2,0,0.0,2,4.0,4.0,1
22230015_1_3_10_3,0,0.0,3,5.0,1.0,0
22230015_1_3_10_4,1,0.0,4,4.0,-1.0,1
22230015_1_3_10_5,0,0.0,5,5.0,1.0,0
22230015_1_3_10_6,1,0.0,6,3.0,-2.0,2
22230015_1_3_10_7,0,0.0,7,5.0,2.0,0
22230015_1_3_14_1,0,0.0,1,0.0,0.0,0
22230015_1_3_14_2,1,0.0,2,-4.0,-4.0,0
22230015_1_3_14_3,1,0.0,3,-5.0,-1.0,1
22230015_1_3_14_4,0,0.0,4,-4.0,1.0,0
22230015_1_3_14_5,1,1.0,5,-5.0,-1.0,2
22230015_1_3_14_6,0,0.0,6,-3.0,2.0,0
22230015_1_3_14_7,1,0.0,7,-5.0,-2.0,1
22230015_1_4_22_1,0,0.0,1,0.0,0.0,1
22230015_1_4_22_2,0,0.0,2,1.0,1.0,0
22230015_1_4_22_3,1,0.0,3,0.0,-1.0,2
22230015_1_4_22_4,0,0.0,4,2.0,2.0,0
22230015_1_4_22_5,1,0.0,5,-1.0,-3.0,0
22230015_1_4_22_6,1,1.0,6,-2.0,-1.0,1
22230015_1_4_22_7,0,0.0,7,-1.0,1.0,0
22230015_1_4_22_8,1,0.0,8,-3.0,-2.0,0
22230015_1_4_24_1,1,0.0,1,0.0,0.0,0
22230015_1_4_24_2,1,0.0,2,-1.0,-1.0,1
22230015_1_4_24_3,0,0.0,3,0.0,1.0,0
22230015_1_4_24_4,1,0.0,4,-2.0,-2.0,3
22230015_1_4_24_5,0,0.0,5,1.0,3.0,1
22230015_1_4_24_6,0,0.0,6,2.0,1.0,0
22230015_1_4_24_7,1,0.0,7,1.0,-1.0,2
22230015_1_4_24_8,0,0.0,8,3.0,2.0,0
22230015_1_5_11_1,1,0.0,1,0.0,0.0,1
22230015_1_5_11_2,0,0.0,2,1.0,1.0,0
22230015_1_5_11_3,1,0.0,3,-1.0,-2.0,4
22230015_1_5_11_4,0,0.0,4,3.0,4.0,0
22230015_1_5_11_5,1,0.0,5,2.0,-1.0,1
22230015_1_5_11_6,0,0.0,6,3.0,1.0,0
22230015_1_5_11_7,1,0.0,7,1.0,-2.0,0
22230015_1_5_11_8,1,1.0,8,0.0,-1.0,1
22230015_1_5_37_1,0,0.0,1,0.0,0.0,0
22230015_1_5_37_2,1,0.0,2,-1.0,-1.0,2
22230015_1_5_37_3,0,0.0,3,1.0,2.0,0
22230015_1_5_37_4,1,0.0,4,-3.0,-4.0,1
22230015_1_5_37_5,0,0.0,5,-2.0,1.0,0
22230015_1_5_37_6,1,1.0,6,-3.0,-1.0,2
22230015_1_5_37_7,0,0.0,7,-1.0,2.0,1
22230015_1_5_37_8,0,0.0,8,0.0,1.0,0
22230015_2_1_15_1,0,0.0,1,0.0,0.0,0
22230015_2_1_15_2,1,0.0,2,-3.0,-3.0,1
22230015_2_1_15_3,0,0.0,3,-2.0,1.0,0
22230015_2_1_15_4,1,0.0,4,-3.0,-1.0,1
22230015_2_1_15_5,0,0.0,5,-2.0,1.0,0
22230015_2_1_15_6,1,1.0,6,-3.0,-1.0,0
22230015_2_1_15_7,1,0.0,7,-4.0,-1.0,4
22230015_2_1_15_8,0,0.0,8,0.0,4.0,0
22230015_2_1_16_1,1,0.0,1,0.0,0.0,3
22230015_2_1_16_2,0,0.0,2,3.0,3.0,0
22230015_2_1_16_3,1,0.0,3,2.0,-1.0,1
22230015_2_1_16_4,0,0.0,4,3.0,1.0,0
22230015_2_1_16_5,1,0.0,5,2.0,-1.0,1
22230015_2_1_16_6,0,0.0,6,3.0,1.0,1
22230015_2_1_16_7,0,0.0,7,4.0,1.0,0
22230015_2_1_16_8,1,1.0,8,0.0,-4.0,1
22230015_2_2_17_1,0,0.0,1,0.0,0.0,0
22230015_2_2_17_2,1,0.0,2,-1.0,-1.0,2
22230015_2_2_17_3,0,0.0,3,1.0,2.0,1
22230015_2_2_17_4,0,0.0,4,2.0,1.0,2
22230015_2_2_17_5,0,0.0,5,4.0,2.0,0
22230015_2_2_17_6,1,0.0,6,3.0,-1.0,1
22230015_2_2_17_7,0,0.0,7,4.0,1.0,0
22230015_2_2_17_8,1,1.0,8,2.0,-2.0,0
22230015_2_2_17_9,1,0.0,9,0.0,-2.0,1
22230015_2_2_34_1,1,0.0,1,0.0,0.0,1
22230015_2_2_34_2,0,0.0,2,1.0,1.0,0
22230015_2_2_34_3,1,0.0,3,-1.0,-2.0,0
22230015_2_2_34_4,1,0.0,4,-2.0,-1.0,0
22230015_2_2_34_5,1,0.0,5,-4.0,-2.0,1
22230015_2_2_34_6,0,0.0,6,-3.0,1.0,0
22230015_2_2_34_7,1,1.0,7,-4.0,-1.0,2
22230015_2_2_34_8,0,0.0,8,-2.0,2.0,2
22230015_2_2_34_9,0,0.0,9,0.0,2.0,0
22230015_2_3_18_1,1,0.0,1,0.0,0.0,2
22230015_2_3_18_2,0,0.0,2,2.0,2.0,2
22230015_2_3_18_3,0,0.0,3,4.0,2.0,3
22230015_2_3_18_4,0,0.0,4,7.0,3.0,3
22230015_2_3_18_5,0,0.0,5,10.0,3.0,0
22230015_2_3_18_6,1,1.0,6,8.0,-2.0,1
22230015_2_3_23_1,0,0.0,1,0.0,0.0,0
22230015_2_3_23_2,1,0.0,2,-2.0,-2.0,0
22230015_2_3_23_3,1,0.0,3,-4.0,-2.0,0
22230015_2_3_23_4,1,0.0,4,-7.0,-3.0,0
22230015_2_3_23_5,1,1.0,5,-10.0,-3.0,2
22230015_2_3_23_6,0,0.0,6,-8.0,2.0,0
22230015_2_4_28_1,0,0.0,1,0.0,0.0,2
22230015_2_4_28_2,0,0.0,2,2.0,2.0,0
22230015_2_4_28_3,1,0.0,3,0.0,-2.0,2
22230015_2_4_28_4,0,0.0,4,2.0,2.0,0
22230015_2_4_28_5,1,0.0,5,0.0,-2.0,1
22230015_2_4_28_6,0,0.0,6,1.0,1.0,0
22230015_2_4_28_7,1,1.0,7,0.0,-1.0,0
22230015_2_4_28_8,1,0.0,8,-2.0,-2.0,1
22230015_2_4_51_1,1,0.0,1,0.0,0.0,0
22230015_2_4_51_2,1,0.0,2,-2.0,-2.0,2
22230015_2_4_51_3,0,0.0,3,0.0,2.0,0
22230015_2_4_51_4,1,0.0,4,-2.0,-2.0,2
22230015_2_4_51_5,0,0.0,5,0.0,2.0,0
22230015_2_4_51_6,1,0.0,6,-1.0,-1.0,1
22230015_2_4_51_7,0,0.0,7,0.0,1.0,2
22230015_2_4_51_8,0,0.0,8,2.0,2.0,0
22230015_2_5_19_1,1,0.0,1,0.0,0.0,0
22230015_2_5_19_2,1,0.0,2,-2.0,-2.0,0
22230015_2_5_19_3,1,0.0,3,-3.0,-1.0,2
22230015_2_5_19_4,0,0.0,4,-1.0,2.0,1
22230015_2_5_19_5,0,0.0,5,0.0,1.0,0
22230015_2_5_19_6,1,1.0,6,-1.0,-1.0,2
22230015_2_5_19_7,0,0.0,7,1.0,2.0,0
22230015_2_5_19_8,1,0.0,8,-1.0,-2.0,1
22230015_2_5_19_9,0,0.0,9,0.0,1.0,0
22230015_2_5_20_1,0,0.0,1,0.0,0.0,2
22230015_2_5_20_2,0,0.0,2,2.0,2.0,1
22230015_2_5_20_3,0,0.0,3,3.0,1.0,0
22230015_2_5_20_4,1,0.0,4,1.0,-2.0,0
22230015_2_5_20_5,1,0.0,5,0.0,-1.0,1
22230015_2_5_20_6,0,0.0,6,1.0,1.0,0
22230015_2_5_20_7,1,1.0,7,-1.0,-2.0,2
22230015_2_5_20_8,0,0.0,8,1.0,2.0,0
22230015_2_5_20_9,1,0.0,9,0.0,-1.0,1
22230015_3_1_24_1,1,0.0,1,0.0,0.0,1
22230015_3_1_24_2,0,0.0,2,1.0,1.0,0
22230015_3_1_24_3,1,0.0,3,-1.0,-2.0,0
22230015_3_1_24_4,1,0.0,4,-3.0,-2.0,0
22230015_3_1_24_5,1,1.0,5,-4.0,-1.0,0
22230015_3_1_24_6,1,0.0,6,-5.0,-1.0,0
22230015_3_1_46_1,0,0.0,1,0.0,0.0,0
22230015_3_1_46_2,1,0.0,2,-1.0,-1.0,2
22230015_3_1_46_3,0,0.0,3,1.0,2.0,2
22230015_3_1_46_4,0,0.0,4,3.0,2.0,1
22230015_3_1_46_5,0,0.0,5,4.0,1.0,1
22230015_3_1_46_6,0,0.0,6,5.0,1.0,1
22230015_3_2_22_1,0,0.0,1,0.0,0.0,1
22230015_3_2_22_2,0,0.0,2,1.0,1.0,1
22230015_3_2_22_3,0,0.0,3,2.0,1.0,2
22230015_3_2_22_4,0,0.0,4,4.0,2.0,1
22230015_3_2_22_5,0,0.0,5,5.0,1.0,0
22230015_3_2_22_6,1,1.0,6,3.0,-2.0,1
22230015_3_2_22_7,0,0.0,7,4.0,1.0,0
22230015_3_2_22_8,1,0.0,8,3.0,-1.0,0
22230015_3_2_36_1,1,0.0,1,0.0,0.0,0
22230015_3_2_36_2,1,0.0,2,-1.0,-1.0,0
22230015_3_2_36_3,1,0.0,3,-2.0,-1.0,0
22230015_3_2_36_4,1,0.0,4,-4.0,-2.0,0
22230015_3_2_36_5,1,1.0,5,-5.0,-1.0,2
22230015_3_2_36_6,0,0.0,6,-3.0,2.0,0
22230015_3_2_36_7,1,0.0,7,-4.0,-1.0,1
22230015_3_2_36_8,0,0.0,8,-3.0,1.0,2
22230015_3_3_37_1,0,0.0,1,0.0,0.0,0
22230015_3_3_37_2,1,0.0,2,-1.0,-1.0,3
22230015_3_3_37_3,0,0.0,3,2.0,3.0,0
22230015_3_3_37_4,1,0.0,4,1.0,-1.0,2
22230015_3_3_37_5,0,0.0,5,3.0,2.0,0
22230015_3_3_37_6,1,1.0,6,1.0,-2.0,0
22230015_3_3_37_7,1,0.0,7,0.0,-1.0,2
22230015_3_3_37_8,0,0.0,8,2.0,2.0,1
22230015_3_3_44_1,1,0.0,1,0.0,0.0,1
22230015_3_3_44_2,0,0.0,2,1.0,1.0,0
22230015_3_3_44_3,1,0.0,3,-2.0,-3.0,1
22230015_3_3_44_4,0,0.0,4,-1.0,1.0,0
22230015_3_3_44_5,1,0.0,5,-3.0,-2.0,2
22230015_3_3_44_6,0,0.0,6,-1.0,2.0,1
22230015_3_3_44_7,0,0.0,7,0.0,1.0,0
22230015_3_3_44_8,1,1.0,8,-2.0,-2.0,0
22230015_3_4_11_1,0,0.0,1,0.0,0.0,0
22230015_3_4_11_2,1,0.0,2,-3.0,-3.0,0
22230015_3_4_11_3,1,0.0,3,-4.0,-1.0,1
22230015_3_4_11_4,0,0.0,4,-3.0,1.0,0
22230015_3_4_11_5,1,1.0,5,-4.0,-1.0,0
22230015_3_4_11_6,1,0.0,6,-5.0,-1.0,0
22230015_3_4_14_1,1,0.0,1,0.0,0.0,3
22230015_3_4_14_2,0,0.0,2,3.0,3.0,1
22230015_3_4_14_3,0,0.0,3,4.0,1.0,0
22230015_3_4_14_4,1,0.0,4,3.0,-1.0,1
22230015_3_4_14_5,0,0.0,5,4.0,1.0,1
22230015_3_4_14_6,0,0.0,6,5.0,1.0,1
22230015_3_5_10_1,1,0.0,1,0.0,0.0,2
22230015_3_5_10_2,0,0.0,2,2.0,2.0,1
22230015_3_5_10_3,0,0.0,3,3.0,1.0,0
22230015_3_5_10_4,1,0.0,4,2.0,-1.0,3
22230015_3_5_10_5,0,0.0,5,5.0,3.0,0
22230015_3_5_10_6,1,0.0,6,2.0,-3.0,1
22230015_3_5_10_7,0,0.0,7,3.0,1.0,0
22230015_3_5_10_8,1,1.0,8,2.0,-1.0,3
22230015_3_5_25_1,0,0.0,1,0.0,0.0,0
22230015_3_5_25_2,1,0.0,2,-2.0,-2.0,0
22230015_3_5_25_3,1,0.0,3,-3.0,-1.0,1
22230015_3_5_25_4,0,0.0,4,-2.0,1.0,0
22230015_3_5_25_5,1,1.0,5,-5.0,-3.0,3
22230015_3_5_25_6,0,0.0,6,-2.0,3.0,0
22230015_3_5_25_7,1,0.0,7,-3.0,-1.0,1
22230015_3_5_25_8,0,0.0,8,-2.0,1.0,0
22230015_41_1_14_1,0,0.0,1,0.0,0.0,0
22230015_41_1_14_2,1,0.0,2,-2.0,-2.0,1
22230015_41_1_14_3,0,0.0,3,-1.0,1.0,0
22230015_41_1_14_4,1,1.0,4,-5.0,-4.0,2
22230015_41_1_14_5,0,0.0,5,-3.0,2.0,1
22230015_41_1_14_6,0,0.0,6,-2.0,1.0,0
22230015_41_1_14_7,1,0.0,7,-4.0,-2.0,2
22230015_41_1_14_8,0,0.0,8,-2.0,2.0,0
22230015_41_1_20_1,1,0.0,1,0.0,0.0,2
22230015_41_1_20_2,0,0.0,2,2.0,2.0,0
22230015_41_1_20_3,1,0.0,3,1.0,-1.0,4
22230015_41_1_20_4,0,0.0,4,5.0,4.0,0
22230015_41_1_20_5,1,0.0,5,3.0,-2.0,0
22230015_41_1_20_6,1,0.0,6,2.0,-1.0,2
22230015_41_1_20_7,0,0.0,7,4.0,2.0,0
22230015_41_1_20_8,1,1.0,8,2.0,-2.0,0
22230015_41_2_17_1,0,0.0,1,0.0,0.0,0
22230015_41_2_17_2,1,0.0,2,-1.0,-1.0,1
22230015_41_2_17_3,0,0.0,3,0.0,1.0,0
22230015_41_2_17_4,1,0.0,4,-1.0,-1.0,3
22230015_41_2_17_5,0,0.0,5,2.0,3.0,1
22230015_41_2_17_6,0,0.0,6,3.0,1.0,0
22230015_41_2_17_7,1,1.0,7,1.0,-2.0,3
22230015_41_2_17_8,0,0.0,8,4.0,3.0,0
22230015_41_2_37_1,1,0.0,1,0.0,0.0,1
22230015_41_2_37_2,0,0.0,2,1.0,1.0,0
22230015_41_2_37_3,1,0.0,3,0.0,-1.0,1
22230015_41_2_37_4,0,0.0,4,1.0,1.0,0
22230015_41_2_37_5,1,0.0,5,-2.0,-3.0,0
22230015_41_2_37_6,1,1.0,6,-3.0,-1.0,2
22230015_41_2_37_7,0,0.0,7,-1.0,2.0,0
22230015_41_2_37_8,1,0.0,8,-4.0,-3.0,1
22230015_45_1_15_1,1,0.0,1,0.0,0.0,1
22230015_45_1_15_2,0,0.0,2,1.0,1.0,1
22230015_45_1_15_3,0,0.0,3,2.0,1.0,0
22230015_45_1_15_4,1,0.0,4,1.0,-1.0,0
22230015_45_1_15_5,1,0.0,5,0.0,-1.0,0
22230015_45_1_15_6,1,0.0,6,-1.0,-1.0,0
22230015_45_1_15_7,1,1.0,7,-2.0,-1.0,1
22230015_45_1_15_8,0,0.0,8,-1.0,1.0,0
22230015_45_1_22_1,0,0.0,1,0.0,0.0,0
22230015_45_1_22_2,1,0.0,2,-1.0,-1.0,0
22230015_45_1_22_3,1,0.0,3,-2.0,-1.0,1
22230015_45_1_22_4,0,0.0,4,-1.0,1.0,1
22230015_45_1_22_5,0,0.0,5,0.0,1.0,1
22230015_45_1_22_6,0,0.0,6,1.0,1.0,1
22230015_45_1_22_7,0,0.0,7,2.0,1.0,0
22230015_45_1_22_8,1,1.0,8,1.0,-1.0,1
22230015_45_2_28_1,1,0.0,1,0.0,0.0,0
22230015_45_2_28_2,1,0.0,2,-2.0,-2.0,2
22230015_45_2_28_3,0,0.0,3,0.0,2.0,1
22230015_45_2_28_4,0,0.0,4,1.0,1.0,0
22230015_45_2_28_5,1,0.0,5,-2.0,-3.0,1
22230015_45_2_28_6,0,0.0,6,-1.0,1.0,0
22230015_45_2_28_7,1,1.0,7,-3.0,-2.0,2
22230015_45_2_28_8,0,0.0,8,-1.0,2.0,0
22230015_45_2_44_1,0,0.0,1,0.0,0.0,2
22230015_45_2_44_2,0,0.0,2,2.0,2.0,0
22230015_45_2_44_3,1,0.0,3,0.0,-2.0,0
22230015_45_2_44_4,1,0.0,4,-1.0,-1.0,3
22230015_45_2_44_5,0,0.0,5,2.0,3.0,0
22230015_45_2_44_6,1,0.0,6,1.0,-1.0,2
22230015_45_2_44_7,0,0.0,7,3.0,2.0,0
22230015_45_2_44_8,1,1.0,8,1.0,-2.0,1
22230015_46_1_10_1,1,0.0,1,0.0,0.0,0
22230015_46_1_10_2,1,0.0,2,-1.0,-1.0,1
22230015_46_1_10_3,0,0.0,3,0.0,1.0,0
22230015_46_1_10_4,1,0.0,4,-1.0,-1.0,1
22230015_46_1_10_5,0,0.0,5,0.0,1.0,0
22230015_46_1_10_6,1,0.0,6,-1.0,-1.0,0
22230015_46_1_10_7,1,1.0,7,-2.0,-1.0,0
22230015_46_1_10_8,1,0.0,8,-4.0,-2.0,0
22230015_46_1_20_1,0,0.0,1,0.0,0.0,1
22230015_46_1_20_2,0,0.0,2,1.0,1.0,0
22230015_46_1_20_3,1,0.0,3,0.0,-1.0,1
22230015_46_1_20_4,0,0.0,4,1.0,1.0,0
22230015_46_1_20_5,1,0.0,5,0.0,-1.0,1
22230015_46_1_20_6,0,0.0,6,1.0,1.0,1
22230015_46_1_20_7,0,0.0,7,2.0,1.0,2
22230015_46_1_20_8,0,0.0,8,4.0,2.0,0
22230015_46_2_16_1,1,0.0,1,0.0,0.0,1
22230015_46_2_16_2,0,0.0,2,1.0,1.0,0
22230015_46_2_16_3,1,0.0,3,0.0,-1.0,1
22230015_46_2_16_4,0,0.0,4,1.0,1.0,0
22230015_46_2_16_5,1,0.0,5,0.0,-1.0,1
22230015_46_2_16_6,0,0.0,6,1.0,1.0,0
22230015_46_2_16_7,1,1.0,7,-1.0,-2.0,1
22230015_46_2_16_8,0,0.0,8,0.0,1.0,1
22230015_46_2_17_1,0,0.0,1,0.0,0.0,0
22230015_46_2_17_2,1,0.0,2,-1.0,-1.0,1
22230015_46_2_17_3,0,0.0,3,0.0,1.0,0
22230015_46_2_17_4,1,0.0,4,-1.0,-1.0,1
22230015_46_2_17_5,0,0.0,5,0.0,1.0,0
22230015_46_2_17_6,1,1.0,6,-1.0,-1.0,2
22230015_46_2_17_7,0,0.0,7,1.0,2.0,0
22230015_46_2_17_8,1,0.0,8,0.0,-1.0,0
22230015_48_1_10_1,1,0.0,1,0.0,0.0,0
22230015_48_1_10_2,1,0.0,2,-1.0,-1.0,1
22230015_48_1_10_3,0,0.0,3,0.0,1.0,0
22230015_48_1_10_4,1,0.0,4,-1.0,-1.0,0
22230015_48_1_10_5,1,0.0,5,-2.0,-1.0,0
22230015_48_1_10_6,1,1.0,6,-3.0,-1.0,1
22230015_48_1_10_7,0,0.0,7,-2.0,1.0,0
22230015_48_1_10_8,1,0.0,8,-3.0,-1.0,0
22230015_48_1_17_1,0,0.0,1,0.0,0.0,1
22230015_48_1_17_2,0,0.0,2,1.0,1.0,0
22230015_48_1_17_3,1,0.0,3,0.0,-1.0,1
22230015_48_1_17_4,0,0.0,4,1.0,1.0,1
22230015_48_1_17_5,0,0.0,5,2.0,1.0,1
22230015_48_1_17_6,0,0.0,6,3.0,1.0,0
22230015_48_1_17_7,1,1.0,7,2.0,-1.0,1
22230015_48_1_17_8,0,0.0,8,3.0,1.0,1
22230015_49_1_16_1,1,0.0,1,0.0,0.0,0
22230015_49_1_16_2,1,0.0,2,-1.0,-1.0,0
22230015_49_1_16_3,1,0.0,3,-3.0,-2.0,1
22230015_49_1_16_4,0,0.0,4,-2.0,1.0,0
22230015_49_1_16_5,1,1.0,5,-4.0,-2.0,0
22230015_49_1_16_6,1,0.0,6,-5.0,-1.0,1
22230015_49_1_16_7,0,0.0,7,-4.0,1.0,0
22230015_49_1_20_1,0,0.0,1,0.0,0.0,1
22230015_49_1_20_2,0,0.0,2,1.0,1.0,2
22230015_49_1_20_3,0,0.0,3,3.0,2.0,0
22230015_49_1_20_4,1,0.0,4,2.0,-1.0,2
22230015_49_1_20_5,0,0.0,5,4.0,2.0,1
22230015_49_1_20_6,0,0.0,6,5.0,1.0,0
22230015_49_1_20_7,1,1.0,7,4.0,-1.0,2
22230015_4_1_17_1,0,0.0,1,0.0,0.0,1
22230015_4_1_17_2,0,0.0,2,1.0,1.0,2
22230015_4_1_17_3,0,0.0,3,3.0,2.0,0
22230015_4_1_17_4,1,0.0,4,1.0,-2.0,2
22230015_4_1_17_5,0,0.0,5,3.0,2.0,0
22230015_4_1_17_6,1,1.0,6,2.0,-1.0,1
22230015_4_1_17_7,0,0.0,7,3.0,1.0,0
22230015_4_1_17_8,1,0.0,8,2.0,-1.0,0
22230015_4_1_51_1,1,0.0,1,0.0,0.0,0
22230015_4_1_51_2,1,0.0,2,-1.0,-1.0,0
22230015_4_1_51_3,1,0.0,3,-3.0,-2.0,2
22230015_4_1_51_4,0,0.0,4,-1.0,2.0,0
22230015_4_1_51_5,1,1.0,5,-3.0,-2.0,1
22230015_4_1_51_6,0,0.0,6,-2.0,1.0,0
22230015_4_1_51_7,1,0.0,7,-3.0,-1.0,1
22230015_4_1_51_8,0,0.0,8,-2.0,1.0,0
22230015_4_2_15_1,1,0.0,1,0.0,0.0,4
22230015_4_2_15_2,0,0.0,2,4.0,4.0,0
22230015_4_2_15_3,1,0.0,3,3.0,-1.0,0
22230015_4_2_15_4,1,0.0,4,0.0,-3.0,1
22230015_4_2_15_5,0,0.0,5,1.0,1.0,0
22230015_4_2_15_6,1,0.0,6,-4.0,-5.0,0
22230015_4_2_15_7,1,1.0,7,-6.0,-2.0,1
22230015_4_2_28_1,0,0.0,1,0.0,0.0,0
22230015_4_2_28_2,1,0.0,2,-4.0,-4.0,1
22230015_4_2_28_3,0,0.0,3,-3.0,1.0,3
22230015_4_2_28_4,0,0.0,4,0.0,3.0,0
22230015_4_2_28_5,1,0.0,5,-1.0,-1.0,5
22230015_4_2_28_6,0,0.0,6,4.0,5.0,2
22230015_4_2_28_7,0,0.0,7,6.0,2.0,0
22230015_4_3_16_1,0,0.0,1,0.0,0.0,0
22230015_4_3_16_2,1,0.0,2,-1.0,-1.0,1
22230015_4_3_16_3,0,0.0,3,0.0,1.0,0
22230015_4_3_16_4,1,0.0,4,-1.0,-1.0,2
22230015_4_3_16_5,0,0.0,5,1.0,2.0,0
22230015_4_3_16_6,1,1.0,6,-1.0,-2.0,2
22230015_4_3_16_7,0,0.0,7,1.0,2.0,0
22230015_4_3_16_8,1,0.0,8,0.0,-1.0,2
22230015_4_3_20_1,1,0.0,1,0.0,0.0,1
22230015_4_3_20_2,0,0.0,2,1.0,1.0,0
22230015_4_3_20_3,1,0.0,3,0.0,-1.0,1
22230015_4_3_20_4,0,0.0,4,1.0,1.0,0
22230015_4_3_20_5,1,0.0,5,-1.0,-2.0,2
22230015_4_3_20_6,0,0.0,6,1.0,2.0,0
22230015_4_3_20_7,1,1.0,7,-1.0,-2.0,1
22230015_4_3_20_8,0,0.0,8,0.0,1.0,0
22230015_4_4_19_1,1,0.0,1,0.0,0.0,3
22230015_4_4_19_2,0,0.0,2,3.0,3.0,2
22230015_4_4_19_3,0,0.0,3,5.0,2.0,0
22230015_4_4_19_4,1,0.0,4,3.0,-2.0,0
22230015_4_4_19_5,1,0.0,5,2.0,-1.0,3
22230015_4_4_19_6,0,0.0,6,5.0,3.0,1
22230015_4_4_19_7,0,0.0,7,6.0,1.0,1
22230015_4_4_23_1,0,0.0,1,0.0,0.0,0
22230015_4_4_23_2,1,0.0,2,-3.0,-3.0,0
22230015_4_4_23_3,1,0.0,3,-5.0,-2.0,2
22230015_4_4_23_4,0,0.0,4,-3.0,2.0,1
22230015_4_4_23_5,0,0.0,5,-2.0,1.0,0
22230015_4_4_23_6,1,1.0,6,-5.0,-3.0,0
22230015_4_4_23_7,1,0.0,7,-6.0,-1.0,0
22230015_4_5_18_1,0,0.0,1,0.0,0.0,0
22230015_4_5_18_2,1,0.0,2,-1.0,-1.0,1
22230015_4_5_18_3,0,0.0,3,0.0,1.0,1
22230015_4_5_18_4,0,0.0,4,1.0,1.0,1
22230015_4_5_18_5,0,0.0,5,2.0,1.0,0
22230015_4_5_18_6,1,0.0,6,0.0,-2.0,0
22230015_4_5_18_7,1,1.0,7,-1.0,-1.0,4
22230015_4_5_18_8,0,0.0,8,3.0,4.0,0
22230015_4_5_18_9,1,0.0,9,0.0,-3.0,1
